Année,Cause,Data qualifier,Juridiction,Jurisdiction,Niveau d'intervention,Number,Origine,Protection zone,Response category,Year,Zone de protection
1998,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,1998,Intensive
1999,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,1999,Intensive
2000,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2000,Intensive
2001,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2001,Intensive
2002,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2002,Intensive
2003,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2003,Intensive
2004,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2004,Intensive
2005,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2005,Intensive
2006,Forest industry,e,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2006,Intensive
2007,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2007,Intensive
2008,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2008,Intensive
2009,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2009,Intensive
2010,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2010,Intensive
2011,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2011,Intensive
2012,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2012,Intensive
2013,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2013,Intensive
2014,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2014,Intensive
2015,Forest industry,u,Territoires du Nord-Ouest,Northwest Territories,Modulée,,Industrie forestiere,Intensive,Modified,2015,Intensive
2016,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2016,Intensive
2017,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2017,Intensive
2018,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Modulée,0,Industrie forestiere,Intensive,Modified,2018,Intensive
1990,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1990,Intensive
1991,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1991,Intensive
1992,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1992,Intensive
1993,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1993,Intensive
1994,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1994,Intensive
1995,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1995,Intensive
1996,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1996,Intensive
1997,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1997,Intensive
1998,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1998,Intensive
1999,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,1999,Intensive
2000,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2000,Intensive
2001,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2001,Intensive
2002,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2002,Intensive
2003,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2003,Intensive
2004,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2004,Intensive
2005,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2005,Intensive
2006,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2006,Intensive
2007,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2007,Intensive
2008,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2008,Intensive
2009,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2009,Intensive
2010,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2010,Intensive
2011,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2011,Intensive
2012,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2012,Intensive
2013,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2013,Intensive
2014,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2014,Intensive
2015,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2015,Intensive
2016,Incendiary,a,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2016,Intensive
2017,Incendiary,p,Alberta,Alberta,Modulée,0,Incendiaires,Intensive,Modified,2017,Intensive
1990,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1990,Intensive
1991,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1991,Intensive
1992,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1992,Intensive
1993,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1993,Intensive
1994,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1994,Intensive
1995,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1995,Intensive
1996,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1996,Intensive
1997,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1997,Intensive
1998,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1998,Intensive
1999,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,1999,Intensive
2000,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2000,Intensive
2001,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2001,Intensive
2002,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2002,Intensive
2003,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2003,Intensive
2004,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2004,Intensive
2005,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2005,Intensive
2006,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2006,Intensive
2007,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2007,Intensive
2008,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,0,Incendiaires,Intensive,Modified,2008,Intensive
2009,Incendiary,u,Colombie-Britannique,British Columbia,Modulée,,Incendiaires,Intensive,Modified,2009,Intensive
2010,Incendiary,u,Colombie-Britannique,British Columbia,Modulée,,Incendiaires,Intensive,Modified,2010,Intensive
2011,Incendiary,u,Colombie-Britannique,British Columbia,Modulée,,Incendiaires,Intensive,Modified,2011,Intensive
2012,Incendiary,u,Colombie-Britannique,British Columbia,Modulée,,Incendiaires,Intensive,Modified,2012,Intensive
2013,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,10,Incendiaires,Intensive,Modified,2013,Intensive
2014,Incendiary,a,Colombie-Britannique,British Columbia,Modulée,17,Incendiaires,Intensive,Modified,2014,Intensive
2015,Incendiary,u,Colombie-Britannique,British Columbia,Modulée,,Incendiaires,Intensive,Modified,2015,Intensive
2016,Incendiary,u,Colombie-Britannique,British Columbia,Modulée,,Incendiaires,Intensive,Modified,2016,Intensive
2017,Incendiary,u,Colombie-Britannique,British Columbia,Modulée,,Incendiaires,Intensive,Modified,2017,Intensive
1990,Incendiary,U,Manitoba,Manitoba,Modulée,,Incendiaires,Intensive,Modified,1990,Intensive
1991,Incendiary,U,Manitoba,Manitoba,Modulée,,Incendiaires,Intensive,Modified,1991,Intensive
1992,Incendiary,U,Manitoba,Manitoba,Modulée,,Incendiaires,Intensive,Modified,1992,Intensive
1993,Incendiary,U,Manitoba,Manitoba,Modulée,,Incendiaires,Intensive,Modified,1993,Intensive
1994,Incendiary,U,Manitoba,Manitoba,Modulée,,Incendiaires,Intensive,Modified,1994,Intensive
1995,Incendiary,U,Manitoba,Manitoba,Modulée,,Incendiaires,Intensive,Modified,1995,Intensive
1996,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,1996,Intensive
1997,Incendiary,a,Manitoba,Manitoba,Modulée,1,Incendiaires,Intensive,Modified,1997,Intensive
1998,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,1998,Intensive
1999,Incendiary,a,Manitoba,Manitoba,Modulée,11,Incendiaires,Intensive,Modified,1999,Intensive
2000,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2000,Intensive
2001,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2001,Intensive
2002,Incendiary,a,Manitoba,Manitoba,Modulée,3,Incendiaires,Intensive,Modified,2002,Intensive
2003,Incendiary,a,Manitoba,Manitoba,Modulée,6,Incendiaires,Intensive,Modified,2003,Intensive
2004,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2004,Intensive
2005,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2005,Intensive
2006,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2006,Intensive
2007,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2007,Intensive
2008,Incendiary,a,Manitoba,Manitoba,Modulée,2,Incendiaires,Intensive,Modified,2008,Intensive
2009,Incendiary,a,Manitoba,Manitoba,Modulée,5,Incendiaires,Intensive,Modified,2009,Intensive
2010,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2010,Intensive
2011,Incendiary,a,Manitoba,Manitoba,Modulée,2,Incendiaires,Intensive,Modified,2011,Intensive
2012,Incendiary,a,Manitoba,Manitoba,Modulée,1,Incendiaires,Intensive,Modified,2012,Intensive
2013,Incendiary,a,Manitoba,Manitoba,Modulée,1,Incendiaires,Intensive,Modified,2013,Intensive
2014,Incendiary,a,Manitoba,Manitoba,Modulée,2,Incendiaires,Intensive,Modified,2014,Intensive
2015,Incendiary,a,Manitoba,Manitoba,Modulée,5,Incendiaires,Intensive,Modified,2015,Intensive
2016,Incendiary,a,Manitoba,Manitoba,Modulée,0,Incendiaires,Intensive,Modified,2016,Intensive
2017,Incendiary,a,Manitoba,Manitoba,Modulée,2,Incendiaires,Intensive,Modified,2017,Intensive
1990,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,1990,Intensive
1991,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,1991,Intensive
1992,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,1992,Intensive
1993,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,1993,Intensive
1994,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,1994,Intensive
1995,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,1995,Intensive
1996,Incendiary,n,Parcs nationaux,National parks,Modulée,,Incendiaires,Intensive,Modified,1996,Intensive
1997,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,1997,Intensive
1998,Incendiary,u,Parcs nationaux,National parks,Modulée,,Incendiaires,Intensive,Modified,1998,Intensive
1999,Incendiary,u,Parcs nationaux,National parks,Modulée,,Incendiaires,Intensive,Modified,1999,Intensive
2000,Incendiary,u,Parcs nationaux,National parks,Modulée,,Incendiaires,Intensive,Modified,2000,Intensive
2001,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2001,Intensive
2002,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2002,Intensive
2003,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2003,Intensive
2004,Incendiary,a,Parcs nationaux,National parks,Modulée,1,Incendiaires,Intensive,Modified,2004,Intensive
2005,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2005,Intensive
2006,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2006,Intensive
2007,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2007,Intensive
2008,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2008,Intensive
2009,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2009,Intensive
2010,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2010,Intensive
2011,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2011,Intensive
2012,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2012,Intensive
2013,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2013,Intensive
2014,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2014,Intensive
2015,Incendiary,a,Parcs nationaux,National parks,Modulée,1,Incendiaires,Intensive,Modified,2015,Intensive
2016,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2016,Intensive
2017,Incendiary,a,Parcs nationaux,National parks,Modulée,0,Incendiaires,Intensive,Modified,2017,Intensive
1990,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1990,Intensive
1991,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1991,Intensive
1992,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1992,Intensive
1993,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1993,Intensive
1994,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1994,Intensive
1995,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1995,Intensive
1996,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1996,Intensive
1997,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1997,Intensive
1998,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1998,Intensive
1999,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,1999,Intensive
2000,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2000,Intensive
2001,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2001,Intensive
2002,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2002,Intensive
2003,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2003,Intensive
2004,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2004,Intensive
2005,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2005,Intensive
2006,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2006,Intensive
2007,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2007,Intensive
2008,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2008,Intensive
2009,Incendiary,n,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2009,Intensive
2010,Incendiary,u,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2010,Intensive
2011,Incendiary,u,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2011,Intensive
2012,Incendiary,u,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2012,Intensive
2013,Incendiary,u,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2013,Intensive
2014,Incendiary,u,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2014,Intensive
2015,Incendiary,u,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2015,Intensive
2016,Incendiary,u,Nouveau-Brunswick,New Brunswick,Modulée,,Incendiaires,Intensive,Modified,2016,Intensive
2017,Incendiary,p,Nouveau-Brunswick,New Brunswick,Modulée,0,Incendiaires,Intensive,Modified,2017,Intensive
1990,Incendiary,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Modulée,0,Incendiaires,Intensive,Modified,1990,Intensive
1991,Incendiary,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Modulée,0,Incendiaires,Intensive,Modified,1991,Intensive
1992,Incendiary,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Modulée,0,Incendiaires,Intensive,Modified,1992,Intensive
1993,Incendiary,a,Terre-Neuve-et-Labrador,Newfoundland and Labrador,Modulée,0,Incendiaires,Intensive,Modified,1993,Intensive
